0, 1, 0, 
0, 2, 0, 
0, 4, 0, 
0, 7, 119, 
0, 10, 0, 
0, 12, 0, 
0, 39, 0, 
0, 40, 0, 
0, 41, 0, 
0, 42, 0, 
0, 43, 0, 
0, 44, 0, 
0, 45, 0, 
0, 46, 0, 
0, 47, 0, 
0, 48, 0, 
0, 49, 0, 
0, 50, 0, 
0, 51, 0, 
0, 52, 0, 
0, 53, 0, 
0, 54, 0, 
0, 55, 1, 
0, 56, 42, 
0, 57, 0, 
0, 58, 0, 
0, 59, 0, 
0, 60, 0, 
0, 61, 0, 
0, 62, 0, 
0, 63, 0, 
0, 64, 0, 
0, 65, 0, 
0, 66, 0, 
0, 67, 0, 
0, 68, 0, 
0, 69, 0, 
0, 70, 0, 
0, 71, 6, 
0, 72, 0, 
0, 73, 0, 
0, 74, 0, 
0, 75, 0, 
0, 76, 0, 
0, 77, 0, 
0, 78, 0, 
0, 110, 103, 
0, 111, 0, 
0, 112, 0, 
0, 113, 0, 
0, 114, 0, 
0, 115, 0, 
0, 116, 0, 
0, 117, 0, 
0, 118, 0, 
0, 119, 0, 
0, 120, 0, 
0, 121, 0, 
0, 122, 0, 
0, 123, 0, 
0, 124, 0, 
0, 125, 0, 
0, 179, 0, 
0, 180, 0, 
0, 181, 0, 
0, 182, 0, 
0, 183, 0, 
0, 184, 0, 
0, 185, 0, 
0, 186, 0, 
0, 187, 0, 
0, 188, 0, 
0, 189, 0, 
0, 190, 0, 
0, 191, 0, 
0, 192, 0, 
0, 193, 0, 
0, 194, 0, 
0, 195, 0, 
0, 196, 0, 
0, 197, 0, 
0, 198, 0, 
0, 199, 0, 
1, 0, 0, 
1, 2, 0, 
1, 4, 0, 
1, 6, 0, 
1, 7, 0, 
1, 10, 0, 
1, 12, 0, 
1, 31, 0, 
1, 32, 0, 
1, 33, 0, 
1, 34, 0, 
1, 35, 0, 
1, 36, 0, 
1, 37, 0, 
1, 38, 0, 
1, 39, 0, 
1, 40, 0, 
1, 41, 0, 
1, 42, 0, 
1, 43, 0, 
1, 44, 0, 
1, 45, 0, 
1, 46, 0, 
1, 47, 0, 
1, 48, 0, 
1, 49, 0, 
1, 50, 0, 
1, 51, 0, 
1, 52, 0, 
1, 53, 0, 
1, 54, 0, 
1, 55, 0, 
1, 56, 0, 
1, 57, 0, 
1, 58, 0, 
1, 59, 0, 
1, 60, 0, 
1, 61, 0, 
1, 62, 0, 
1, 63, 0, 
1, 64, 0, 
1, 65, 0, 
1, 66, 0, 
1, 67, 0, 
1, 68, 0, 
1, 69, 0, 
1, 70, 0, 
1, 71, 0, 
1, 72, 21, 
1, 73, 0, 
1, 74, 0, 
1, 75, 0, 
1, 76, 0, 
1, 77, 0, 
1, 78, 0, 
1, 110, 0, 
1, 111, 1, 
1, 112, 0, 
1, 113, 26, 
1, 114, 0, 
1, 115, 30, 
1, 116, 0, 
1, 117, 21, 
1, 118, 0, 
1, 119, 16, 
1, 120, 0, 
1, 121, 15, 
1, 122, 0, 
1, 123, 0, 
1, 124, 0, 
1, 125, 0, 
1, 126, 0, 
1, 127, 0, 
1, 128, 0, 
1, 129, 0, 
1, 130, 0, 
1, 131, 0, 
1, 132, 0, 
1, 133, 0, 
1, 179, 0, 
1, 180, 0, 
1, 181, 0, 
1, 182, 0, 
1, 183, 0, 
1, 184, 0, 
1, 185, 0, 
1, 186, 0, 
1, 187, 0, 
1, 188, 0, 
1, 189, 0, 
1, 190, 0, 
1, 191, 0, 
1, 192, 0, 
1, 193, 0, 
1, 194, 0, 
1, 195, 0, 
