0, 1, 13, 
0, 4, 4, 
0, 6, 0, 
0, 7, 0, 
0, 10, 0, 
0, 12, 0, 
0, 14, 0, 
0, 16, 0, 
0, 18, 0, 
0, 20, 0, 
0, 21, 0, 
0, 22, 0, 
0, 23, 0, 
0, 24, 0, 
0, 25, 0, 
0, 26, 0, 
0, 27, 1, 
0, 28, 0, 
0, 29, 0, 
0, 30, 0, 
0, 31, 0, 
0, 32, 0, 
0, 33, 11, 
0, 34, 0, 
0, 35, 0, 
0, 36, 0, 
0, 37, 0, 
0, 38, 0, 
0, 73, 0, 
0, 74, 0, 
0, 75, 0, 
0, 76, 0, 
0, 77, 0, 
0, 78, 0, 
0, 79, 0, 
0, 80, 0, 
0, 81, 0, 
0, 82, 0, 
0, 83, 0, 
0, 84, 0, 
0, 85, 0, 
0, 86, 0, 
0, 87, 0, 
0, 88, 0, 
0, 89, 0, 
0, 90, 0, 
0, 91, 0, 
0, 92, 0, 
1, 0, 0, 
1, 4, 0, 
1, 6, 0, 
1, 7, 0, 
1, 21, 0, 
1, 22, 0, 
1, 23, 0, 
1, 24, 0, 
1, 25, 0, 
1, 26, 0, 
1, 27, 0, 
1, 28, 0, 
1, 29, 0, 
1, 30, 1, 
1, 31, 0, 
1, 32, 0, 
1, 33, 13, 
1, 34, 0, 
1, 35, 0, 
1, 36, 0, 
1, 37, 0, 
1, 38, 0, 
1, 39, 0, 
1, 40, 0, 
1, 41, 0, 
1, 42, 0, 
1, 43, 0, 
1, 44, 0, 
1, 67, 0, 
1, 68, 0, 
1, 69, 0, 
1, 70, 0, 
1, 71, 0, 
1, 72, 0, 
1, 73, 0, 
1, 74, 0, 
1, 75, 0, 
1, 76, 0, 
1, 77, 0, 
1, 78, 0, 
1, 79, 0, 
1, 80, 0, 
1, 81, 0, 
1, 82, 0, 
1, 83, 0, 
1, 84, 0, 
1, 85, 0, 
1, 86, 0, 
1, 87, 0, 
1, 98, 0, 
2, 3, 0, 
2, 5, 0, 
2, 39, 0, 
2, 40, 0, 
2, 41, 0, 
2, 42, 0, 
2, 43, 0, 
2, 44, 0, 
2, 45, 0, 
2, 46, 0, 
2, 47, 0, 
2, 48, 0, 
2, 49, 0, 
2, 50, 0, 
2, 51, 0, 
2, 52, 0, 
2, 53, 0, 
2, 54, 0, 
2, 55, 0, 
2, 56, 0, 
2, 57, 0, 
2, 58, 15, 
2, 59, 0, 
2, 60, 0, 
2, 61, 0, 
2, 62, 0, 
2, 63, 0, 
2, 64, 1, 
2, 65, 0, 
2, 66, 0, 
2, 67, 0, 
2, 68, 0, 
